"Gene > Proteins > Systematic Name","Gene > Proteins > Standard Name","Gene > Proteins > Protein Domains > Name","Gene > Proteins > Protein Domains > Description","Gene > Proteins > Protein Domains > Start","Gene > Proteins > Protein Domains > End","Gene > Proteins > Protein Domains > Method","Gene > Proteins > Protein Domains > Id"
"YLR377C","Fbp1p","SSF56655","","16","343","SUPERFAMILY","1942570"
"YLR378C","Sec61p","G3DSA:1.10.3370.10","","30","469","GENE3D","1954721"
"YLR378C","Sec61p","PF00344","SecY; SecY/SEC61-alpha family","76","458","Pfam","1954722"
"YLR378C","Sec61p","PF10559","Plug_translocon; Translocon Sec61/SecY, plug domain","41","75","Pfam","1954723"
"YLR378C","Sec61p","PIRSF004557","SecY; SecY/SEC61-alpha family","7","472","PIRSF","1954724"
"YLR378C","Sec61p","PS00755","SECY_1; SecY conserved site","76","95","PROSITE","1954725"
"YLR378C","Sec61p","PS00756","SECY_2; SecY conserved site","166","184","PROSITE","1954726"
"YLR378C","Sec61p","PTHR10906","SecY/SEC61-alpha family","5","466","PANTHER","1954727"
"YLR378C","Sec61p","PTHR10906:SF14","","5","466","PANTHER","1954728"
"YLR378C","Sec61p","SSF103491","SecY subunit domain","8","464","SUPERFAMILY","1954729"
"YLR378C","Sec61p","TIGR00967","3a0501s007; SecY/SEC61-alpha family","31","468","TIGRFAM","1954730"
"YLR380W","Csr1p","G3DSA:3.40.525.10","CRAL-TRIO lipid binding domain","3","361","GENE3D","1979122"
"YLR380W","Csr1p","PF00650","CRAL_TRIO; CRAL-TRIO lipid binding domain","164","312","Pfam","1979123"
"YLR380W","Csr1p","PF03765","CRAL_TRIO_N; CRAL/TRIO, N-terminal domain","83","130","Pfam","1979124"
"YLR380W","Csr1p","PS50191","CRAL_TRIO; CRAL-TRIO lipid binding domain","157","317","PROSITE","1979125"
"YLR380W","Csr1p","PTHR10174","","65","406","PANTHER","1979126"
"YLR380W","Csr1p","PTHR10174:SF165","","65","406","PANTHER","1979127"
"YLR380W","Csr1p","SM00516","SEC14; CRAL-TRIO lipid binding domain","163","314","SMART","1979128"
"YLR380W","Csr1p","SM01100","CRAL_TRIO_N; CRAL/TRIO, N-terminal domain","108","133","SMART","1979129"
"YLR380W","Csr1p","SSF46938","CRAL/TRIO, N-terminal domain","5","30","SUPERFAMILY","1979130"
"YLR380W","Csr1p","SSF46938","CRAL/TRIO, N-terminal domain","107","139","SUPERFAMILY","1979131"
"YLR380W","Csr1p","SSF52087","CRAL-TRIO lipid binding domain","162","326","SUPERFAMILY","1979132"
"YLR381W","Ctf3p","PTHR23139","","33","708","PANTHER","1984106"
"YLR381W","Ctf3p","PTHR23139:SF77","","33","708","PANTHER","1984107"
"YLR382C","Nam2p","G3DSA:1.10.730.10","Aminoacyl-tRNA synthetase, class Ia, anticodon-binding","675","826","GENE3D","1944367"
"YLR382C","Nam2p","G3DSA:3.40.50.620","Rossmann-like alpha/beta/alpha sandwich fold","24","674","GENE3D","1944368"
"YLR382C","Nam2p","PF00133","tRNA-synt_1; Aminoacyl-tRNA synthetase, class Ia","441","601","Pfam","1944369"
"YLR382C","Nam2p","PF09334","tRNA-synt_1g; Methionyl/Leucyl tRNA synthetase","50","187","Pfam","1944370"
"YLR382C","Nam2p","PF13603","tRNA-synt_1_2; Leucyl-tRNA synthetase, editing domain","236","379","Pfam","1944371"
"YLR382C","Nam2p","PR00985","TRNASYNTHLEU; Leucine-tRNA ligase","141","158","PRINTS","1944372"
"YLR382C","Nam2p","PR00985","TRNASYNTHLEU; Leucine-tRNA ligase","167","183","PRINTS","1944373"
"YLR382C","Nam2p","PR00985","TRNASYNTHLEU; Leucine-tRNA ligase","200","213","PRINTS","1944374"
"YLR382C","Nam2p","PR00985","TRNASYNTHLEU; Leucine-tRNA ligase","230","249","PRINTS","1944375"
"YLR382C","Nam2p","PR00985","TRNASYNTHLEU; Leucine-tRNA ligase","512","530","PRINTS","1944376"
"YLR382C","Nam2p","PR00985","TRNASYNTHLEU; Leucine-tRNA ligase","551","573","PRINTS","1944377"
"YLR382C","Nam2p","PR00985","TRNASYNTHLEU; Leucine-tRNA ligase","588","598","PRINTS","1944378"
"YLR382C","Nam2p","PS00178","AA_TRNA_LIGASE_I; Aminoacyl-tRNA synthetase, class I, conserved site","56","67","PROSITE","1944379"
"YLR382C","Nam2p","PTHR43740","Leucine-tRNA ligase","25","888","PANTHER","1944380"
"YLR382C","Nam2p","PTHR43740:SF2","","25","888","PANTHER","1944381"
"YLR382C","Nam2p","SSF47323","Aminoacyl-tRNA synthetase, class Ia, anticodon-binding","696","823","SUPERFAMILY","1944382"
"YLR382C","Nam2p","SSF50677","Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain","238","364","SUPERFAMILY","1944383"
"YLR382C","Nam2p","SSF50677","Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain","401","444","SUPERFAMILY","1944384"
"YLR382C","Nam2p","SSF52374","","28","241","SUPERFAMILY","1944385"
"YLR382C","Nam2p","SSF52374","","441","695","SUPERFAMILY","1944386"
"YLR382C","Nam2p","TIGR00396","leuS_bact; Leucine-tRNA ligase","22","893","TIGRFAM","1944387"
"YLR383W","Smc6p","G3DSA:1.20.120.560","","435","763","GENE3D","1984108"
"YLR383W","Smc6p","G3DSA:1.20.5.50","","320","433","GENE3D","1984109"
"YLR383W","Smc6p","G3DSA:3.40.50.300","","81","310","GENE3D","1984110"
"YLR383W","Smc6p","G3DSA:3.40.50.300","","838","1093","GENE3D","1984111"
"YLR383W","Smc6p","PF13476","AAA_23","84","343","Pfam","1984112"
"YLR383W","Smc6p","PTHR19306","","74","1105","PANTHER","1984113"
"YLR383W","Smc6p","PTHR19306:SF10","Structural maintenance of chromosomes protein 6","74","1105","PANTHER","1984114"
"YLR383W","Smc6p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","81","350","SUPERFAMILY","1984115"
"YLR383W","Smc6p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","82","130","SUPERFAMILY","1984116"
"YLR383W","Smc6p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","644","749","SUPERFAMILY","1984117"
"YLR383W","Smc6p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","816","868","SUPERFAMILY","1984118"
"YLR383W","Smc6p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","886","1081","SUPERFAMILY","1984119"
"YLR383W","Smc6p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","1004","1081","SUPERFAMILY","1984120"
"YLR384C","Iki3p","G3DSA:1.25.40.10","Tetratricopeptide-like helical domain","839","1292","GENE3D","1979133"
"YLR384C","Iki3p","G3DSA:2.130.10.10","WD40/YVTN repeat-like-containing domain","51","694","GENE3D","1979134"
"YLR384C","Iki3p","PF04762","IKI3; Elongator complex subunit Iki3","18","988","Pfam","1979135"
"YLR384C","Iki3p","PIRSF017233","IKAP; Elongator complex subunit Iki3","18","1349","PIRSF","1979136"
"YLR384C","Iki3p","PTHR12747","Elongator complex subunit Iki3","18","1347","PANTHER","1979137"
"YLR384C","Iki3p","PTHR12747:SF1","","18","1347","PANTHER","1979138"
"YLR384C","Iki3p","SSF101898","","354","615","SUPERFAMILY","1979139"
"YLR384C","Iki3p","SSF69322","","127","172","SUPERFAMILY","1979140"
"YLR384C","Iki3p","SSF69322","","253","427","SUPERFAMILY","1979141"
"YLR385C","Swc7p","PD072365","SWR1-complex_protein_7; SWR1 chromatin-remodelling complex, subunit Swc7","23","120","ProDom","1979142"
"YLR385C","Swc7p","PF17330","SWC7","26","127","Pfam","1979143"
"YLR386W","Vac14p","G3DSA:1.25.10.10","Armadillo-like helical","3","283","GENE3D","1979144"
"YLR386W","Vac14p","G3DSA:1.25.10.10","Armadillo-like helical","362","702","GENE3D","1979145"
"YLR386W","Vac14p","PF11916","Vac14_Fig4_bd; Vacuolar protein 14 C-terminal Fig4-binding domain","573","746","Pfam","1979146"
"YLR386W","Vac14p","PF12755","Vac14_Fab1_bd; Vacuole morphology and inheritance protein 14, Fab1-binding region","60","156","Pfam","1979147"
"YLR386W","Vac14p","PS50077","HEAT_REPEAT; HEAT, type 2","87","122","PROSITE","1979148"
"YLR386W","Vac14p","PTHR16023","Vacuole morphology and inheritance protein 14","2","807","PANTHER","1979149"
"YLR386W","Vac14p","PTHR16023:SF1","","2","807","PANTHER","1979150"
"YLR386W","Vac14p","SSF48371","Armadillo-type fold","3","159","SUPERFAMILY","1979151"
"YLR386W","Vac14p","SSF48371","Armadillo-type fold","199","287","SUPERFAMILY","1979152"
"YLR386W","Vac14p","SSF48371","Armadillo-type fold","393","696","SUPERFAMILY","1979153"
"YLR387C","Reh1p","PF12756","zf-C2H2_2","187","285","Pfam","1979154"
"YLR387C","Reh1p","PTHR13182","","1","432","PANTHER","1979155"
"YLR387C","Reh1p","PTHR13182:SF15","","1","432","PANTHER","1979156"
"YLR388W","Rps29Ap","G3DSA:4.10.830.10","","2","55","GENE3D","1965988"
"YLR388W","Rps29Ap","PF00253","Ribosomal_S14; Ribosomal protein S14","7","54","Pfam","1965989"
"YLR388W","Rps29Ap","PS00527","RIBOSOMAL_S14; Ribosomal protein S14, conserved site","22","44","PROSITE","1965990"
"YLR388W","Rps29Ap","PTHR12010","","1","56","PANTHER","1965991"
"YLR389C","Ste23p","G3DSA:3.30.830.10","","42","293","GENE3D","1977905"
"YLR389C","Ste23p","G3DSA:3.30.830.10","","296","524","GENE3D","1977906"
"YLR389C","Ste23p","G3DSA:3.30.830.10","","536","763","GENE3D","1977907"
"YLR389C","Ste23p","G3DSA:3.30.830.10","","764","1008","GENE3D","1977908"
"YLR389C","Ste23p","PF00675","Peptidase_M16; Peptidase M16, N-terminal","85","221","Pfam","1977909"
"YLR389C","Ste23p","PF05193","Peptidase_M16_C; Peptidase M16, C-terminal","248","423","Pfam","1977910"
"YLR389C","Ste23p","PF05193","Peptidase_M16_C; Peptidase M16, C-terminal","716","898","Pfam","1977911"
"YLR389C","Ste23p","PF16187","Peptidase_M16_M; Peptidase M16, middle/third domain","432","712","Pfam","1977912"
"YLR389C","Ste23p","PS00143","INSULINASE; Peptidase M16, zinc-binding site","105","128","PROSITE","1977913"
"YLR389C","Ste23p","PTHR43690","","62","1009","PANTHER","1977914"
"YLR389C","Ste23p","PTHR43690:SF4","","62","1009","PANTHER","1977915"
"YLR389C","Ste23p","SSF63411","Metalloenzyme, LuxS/M16 peptidase-like","61","294","SUPERFAMILY","1977916"
"YLR389C","Ste23p","SSF63411","Metalloenzyme, LuxS/M16 peptidase-like","299","536","SUPERFAMILY","1977917"
"YLR389C","Ste23p","SSF63411","Metalloenzyme, LuxS/M16 peptidase-like","537","762","SUPERFAMILY","1977918"
"YLR389C","Ste23p","SSF63411","Metalloenzyme, LuxS/M16 peptidase-like","773","1000","SUPERFAMILY","1977919"
"YLR390W-A","Ccw14p","PF05730","CFEM; Extracellular membrane protein, CFEM domain","21","84","Pfam","1939131"
"YLR390W-A","Ccw14p","SM00747","CFEM; Extracellular membrane protein, CFEM domain","20","84","SMART","1939132"
"YLR393W","Atp10p","PF05176","ATP-synt_10; ATPase assembly factor ATP10","25","279","Pfam","1946726"
"YLR393W","Atp10p","PTHR28106","","4","279","PANTHER","1946727"
"YLR393W","Atp10p","PTHR28106:SF2","","4","279","PANTHER","1946728"
"YLR394W","Cst9p","G3DSA:3.30.40.10","Zinc finger, RING/FYVE/PHD-type","47","455","GENE3D","1977920"
"YLR394W","Cst9p","PF14634","zf-RING_5; Zinc finger, RING-type","54","92","Pfam","1977921"
"YLR394W","Cst9p","PTHR22663","","45","461","PANTHER","1977922"
"YLR394W","Cst9p","PTHR22663:SF27","","45","461","PANTHER","1977923"
"YLR394W","Cst9p","SSF57850","","53","97","SUPERFAMILY","1977924"
"YLR395C","Cox8p","G3DSA:4.10.49.10","Cytochrome c oxidase subunit VIIc","29","74","GENE3D","1940154"
"YLR395C","Cox8p","PF02935","COX7C; Cytochrome c oxidase subunit VIIc","9","74","Pfam","1940155"
"YLR395C","Cox8p","PTHR13313","Cytochrome c oxidase subunit VIIc","1","76","PANTHER","1940156"
"YLR395C","Cox8p","PTHR13313:SF1","","1","76","PANTHER","1940157"
"YLR395C","Cox8p","SSF81427","Cytochrome c oxidase subunit VIIc","29","74","SUPERFAMILY","1940158"
"YLR396C","Vps33p","G3DSA:3.40.50.1910","","176","691","GENE3D","1947491"
"YLR396C","Vps33p","G3DSA:3.40.50.2060","","2","131","GENE3D","1947492"
"YLR396C","Vps33p","PF00995","Sec1; Sec1-like protein","31","689","Pfam","1947493"
"YLR396C","Vps33p","PTHR11679","Sec1-like protein","10","690","PANTHER","1947494"
"YLR396C","Vps33p","PTHR11679:SF47","Vacuolar protein sorting-associated protein 33","10","690","PANTHER","1947495"
"YLR396C","Vps33p","SSF56815","Sec1-like protein","1","120","SUPERFAMILY","1947496"
"YLR396C","Vps33p","SSF56815","Sec1-like protein","151","599","SUPERFAMILY","1947497"
"YLR396C","Vps33p","SSF56815","Sec1-like protein","636","690","SUPERFAMILY","1947498"
"YLR397C","Afg2p","G3DSA:1.10.8.60","","421","506","GENE3D","1954076"
"YLR397C","Afg2p","G3DSA:1.10.8.60","","691","779","GENE3D","1954077"
"YLR397C","Afg2p","G3DSA:2.40.40.20","","32","119","GENE3D","1954078"
"YLR397C","Afg2p","G3DSA:3.40.50.300","","239","420","GENE3D","1954079"
"YLR397C","Afg2p","G3DSA:3.40.50.300","","507","690","GENE3D","1954080"
"YLR397C","Afg2p","PF00004","AAA; ATPase, AAA-type, core","282","412","Pfam","1954081"
"YLR397C","Afg2p","PF00004","AAA; ATPase, AAA-type, core","553","682","Pfam","1954082"
"YLR397C","Afg2p","PS00674","AAA; ATPase, AAA-type, conserved site","383","401","PROSITE","1954083"
"YLR397C","Afg2p","PS00674","AAA; ATPase, AAA-type, conserved site","653","671","PROSITE","1954084"
"YLR397C","Afg2p","PTHR23077","","444","772","PANTHER","1954085"
"YLR397C","Afg2p","SM00382","AAA; AAA+ ATPase domain","278","415","SMART","1954086"
"YLR397C","Afg2p","SM00382","AAA; AAA+ ATPase domain","549","685","SMART","1954087"
"YLR397C","Afg2p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","240","505","SUPERFAMILY","1954088"
"YLR397C","Afg2p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","510","771","SUPERFAMILY","1954089"
"YLR398C","Ski2p","G3DSA:3.40.50.300","","300","502","GENE3D","1956199"
"YLR398C","Ski2p","G3DSA:3.40.50.300","","600","868","GENE3D","1956200"
"YLR398C","Ski2p","PF00270","DEAD; DEAD/DEAH box helicase domain","333","481","Pfam","1956201"
"YLR398C","Ski2p","PF00271","Helicase_C; Helicase, C-terminal","653","768","Pfam","1956202"
"YLR398C","Ski2p","PF08148","DSHCT; ATP-dependent RNA helicase Ski2, C-terminal","1109","1282","Pfam","1956203"
"YLR398C","Ski2p","PF13234","rRNA_proc-arch; rRNA-processing arch domain","823","1083","Pfam","1956204"
"YLR398C","Ski2p","PIRSF005198","Antiviral_helicase_SKI2; ATP-dependent RNA helicase Ski2","37","1287","PIRSF","1956205"
"YLR398C","Ski2p","PS51192","HELICASE_ATP_BIND_1; Helicase superfamily 1/2, ATP-binding domain","338","496","PROSITE","1956206"
"YLR398C","Ski2p","PS51194","HELICASE_CTER; Helicase, C-terminal","638","815","PROSITE","1956207"
"YLR398C","Ski2p","PTHR12131","","88","1287","PANTHER","1956208"
"YLR398C","Ski2p","PTHR12131:SF10","","88","1287","PANTHER","1956209"
"YLR398C","Ski2p","SM00487","DEXDc; Helicase superfamily 1/2, ATP-binding domain","326","513","SMART","1956210"
"YLR398C","Ski2p","SM00490","HELICc; Helicase, C-terminal","676","768","SMART","1956211"
"YLR398C","Ski2p","SM01142","DSHCT; ATP-dependent RNA helicase Ski2, C-terminal","1106","1287","SMART","1956212"
"YLR398C","Ski2p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","341","481","SUPERFAMILY","1956213"
"YLR398C","Ski2p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","596","648","SUPERFAMILY","1956214"
"YLR398C","Ski2p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","688","781","SUPERFAMILY","1956215"
"YLR399C","Bdf1p","G3DSA:1.20.920.10","Bromodomain","93","273","GENE3D","1956347"
"YLR399C","Bdf1p","G3DSA:1.20.920.10","Bromodomain","289","434","GENE3D","1956348"
"YLR399C","Bdf1p","PF00439","Bromodomain","164","240","Pfam","1956349"
"YLR399C","Bdf1p","PF00439","Bromodomain","321","403","Pfam","1956350"
"YLR399C","Bdf1p","PF17035","BET; NET domain","528","587","Pfam","1956351"
"YLR399C","Bdf1p","PR00503","Bromodomain","168","181","PRINTS","1956352"
"YLR399C","Bdf1p","PR00503","Bromodomain","351","367","PRINTS","1956353"
"YLR399C","Bdf1p","PR00503","Bromodomain","367","385","PRINTS","1956354"
"YLR399C","Bdf1p","PR00503","Bromodomain","385","404","PRINTS","1956355"
"YLR399C","Bdf1p","PS00633","BROMODOMAIN_1; Bromodomain, conserved site","170","229","PROSITE","1956356"
"YLR399C","Bdf1p","PS00633","BROMODOMAIN_1; Bromodomain, conserved site","337","396","PROSITE","1956357"
"YLR399C","Bdf1p","PS50014","BROMODOMAIN_2; Bromodomain","165","237","PROSITE","1956358"
"YLR399C","Bdf1p","PS50014","BROMODOMAIN_2; Bromodomain","332","404","PROSITE","1956359"
"YLR399C","Bdf1p","PS51525","NET; NET domain","518","598","PROSITE","1956360"
"YLR399C","Bdf1p","PTHR22880","","94","685","PANTHER","1956361"
"YLR399C","Bdf1p","PTHR22880:SF183","","94","685","PANTHER","1956362"
"YLR399C","Bdf1p","SM00297","BROMO; Bromodomain","149","256","SMART","1956363"
"YLR399C","Bdf1p","SM00297","BROMO; Bromodomain","314","423","SMART","1956364"
"YLR399C","Bdf1p","SSF47370","Bromodomain","135","258","SUPERFAMILY","1956365"
"YLR399C","Bdf1p","SSF47370","Bromodomain","294","427","SUPERFAMILY","1956366"
"YLR401C","Dus3p","G3DSA:3.20.20.70","Aldolase-type TIM barrel","290","552","GENE3D","1977925"
"YLR401C","Dus3p","G3DSA:4.10.1000.10","","80","166","GENE3D","1977926"
"YLR401C","Dus3p","PF01207","Dus; tRNA-dihydrouridine synthase","297","481","Pfam","1977927"
"YLR401C","Dus3p","PF01207","Dus; tRNA-dihydrouridine synthase","501","575","Pfam","1977928"
"YLR401C","Dus3p","PS01136","UPF0034; tRNA-dihydrouridine synthase, conserved site","380","398","PROSITE","1977929"
"YLR401C","Dus3p","PS50103","ZF_C3H1; Zinc finger, CCCH-type","92","122","PROSITE","1977930"
"YLR401C","Dus3p","PS50103","ZF_C3H1; Zinc finger, CCCH-type","134","164","PROSITE","1977931"
"YLR401C","Dus3p","PTHR11082","tRNA-dihydrouridine synthase","224","664","PANTHER","1977932"
"YLR401C","Dus3p","PTHR11082:SF42","","224","664","PANTHER","1977933"
"YLR401C","Dus3p","SSF51395","","294","631","SUPERFAMILY","1977934"
"YLR403W","Sfp1p","G3DSA:2.20.28.10","","589","663","GENE3D","1952563"
"YLR403W","Sfp1p","G3DSA:2.40.155.10","","188","344","GENE3D","1952564"
"YLR403W","Sfp1p","G3DSA:3.30.160.60","","664","683","GENE3D","1952565"
"YLR403W","Sfp1p","PS00028","ZINC_FINGER_C2H2_1; Zinc finger C2H2-type","600","623","PROSITE","1952566"
"YLR403W","Sfp1p","PS00028","ZINC_FINGER_C2H2_1; Zinc finger C2H2-type","661","683","PROSITE","1952567"
"YLR403W","Sfp1p","PS50157","ZINC_FINGER_C2H2_2; Zinc finger C2H2-type","598","628","PROSITE","1952568"
"YLR403W","Sfp1p","PS50157","ZINC_FINGER_C2H2_2; Zinc finger C2H2-type","659","683","PROSITE","1952569"
"YLR403W","Sfp1p","PTHR23057","","1","683","PANTHER","1952570"
"YLR403W","Sfp1p","SM00355","ZnF_C2H2; Zinc finger C2H2-type","203","224","SMART","1952571"
"YLR403W","Sfp1p","SM00355","ZnF_C2H2; Zinc finger C2H2-type","598","623","SMART","1952572"
"YLR403W","Sfp1p","SM00355","ZnF_C2H2; Zinc finger C2H2-type","659","683","SMART","1952573"
"YLR403W","Sfp1p","SSF57667","Zinc finger C2H2-type","596","622","SUPERFAMILY","1952574"
"YLR403W","Sfp1p","SSF57667","Zinc finger C2H2-type","654","678","SUPERFAMILY","1952575"
"YLR405W","Dus4p","G3DSA:3.20.20.70","Aldolase-type TIM barrel","38","270","GENE3D","1977935"
"YLR405W","Dus4p","PF01207","Dus; tRNA-dihydrouridine synthase","42","347","Pfam","1977936"
"YLR405W","Dus4p","PIRSF006621","Dus; tRNA-dihydrouridine synthase","28","353","PIRSF","1977937"
"YLR405W","Dus4p","PS01136","UPF0034; tRNA-dihydrouridine synthase, conserved site","122","140","PROSITE","1977938"
"YLR405W","Dus4p","PTHR11082","tRNA-dihydrouridine synthase","25","333","PANTHER","1977939"
"YLR405W","Dus4p","PTHR11082:SF33","","25","333","PANTHER","1977940"
"YLR405W","Dus4p","SSF51395","","42","333","SUPERFAMILY","1977941"
"YLR406C","Rpl31Bp","G3DSA:3.10.440.10","Ribosomal protein L31e domain","2","87","GENE3D","1942947"
"YLR406C","Rpl31Bp","PD006030","Ribosomal_L31e; Ribosomal protein L31e","2","59","ProDom","1942948"
"YLR406C","Rpl31Bp","PF01198","Ribosomal_L31e; Ribosomal protein L31e","6","87","Pfam","1942949"
"YLR406C","Rpl31Bp","PS01144","RIBOSOMAL_L31E; Ribosomal protein L31e, conserved site","49","63","PROSITE","1942950"
"YLR406C","Rpl31Bp","PTHR10956","Ribosomal protein L31e","5","111","PANTHER","1942951"
"YLR406C","Rpl31Bp","SM01380","Ribosomal_L31e; Ribosomal protein L31e","5","88","SMART","1942952"
"YLR406C","Rpl31Bp","SSF54575","Ribosomal protein L31e domain","6","88","SUPERFAMILY","1942953"
"YLR407W","Ylr407Wp","PF13259","DUF4050; Domain of unknown function DUF4050","174","220","Pfam","1977942"
"YLR407W","Ylr407Wp","PTHR28065","","4","227","PANTHER","1977943"
"YLR409C","Utp21p","G3DSA:1.10.10.670","","528","554","GENE3D","1977944"
"YLR409C","Utp21p","G3DSA:2.130.10.10","WD40/YVTN repeat-like-containing domain","23","134","GENE3D","1977945"
"YLR409C","Utp21p","G3DSA:2.130.10.10","WD40/YVTN repeat-like-containing domain","135","401","GENE3D","1977946"
"YLR409C","Utp21p","G3DSA:2.130.10.10","WD40/YVTN repeat-like-containing domain","427","527","GENE3D","1977947"
"YLR409C","Utp21p","G3DSA:2.130.10.10","WD40/YVTN repeat-like-containing domain","555","697","GENE3D","1977948"
"YLR409C","Utp21p","PF00400","WD40; WD40 repeat","578","613","Pfam","1977949"
"YLR409C","Utp21p","PF04192","Utp21; Small-subunit processome, Utp21","699","937","Pfam","1977950"
"YLR409C","Utp21p","PF12894","ANAPC4_WD40; Anaphase-promoting complex subunit 4, WD40 domain","216","288","Pfam","1977951"
"YLR409C","Utp21p","PS00678","WD_REPEATS_1; WD40 repeat, conserved site","600","614","PROSITE","1977952"
"YLR409C","Utp21p","PS50082","WD_REPEATS_2; WD40 repeat","581","622","PROSITE","1977953"
"YLR409C","Utp21p","PS50294","WD_REPEATS_REGION; WD40-repeat-containing domain","456","622","PROSITE","1977954"
"YLR409C","Utp21p","PTHR22840","","20","904","PANTHER","1977955"
